checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default,credit_income_ratio,monthly_payment,age_group,credit_amount_bin,duration_category,has_checking,good_credit_history,stable_employment,owns_property,owns_housing
< 0 DM,20,Critical account,Car (new),2235,< 100 DM,1-4 years,4,Male: married/widowed,Guarantor,2,Savings/life insurance,33,Bank,Rent,2,Skilled employee,1,None,No,1,447.0,111.75,26-35,Medium,Medium (1-2yr),1,0,0,0,0
No checking account,24,Critical account,Car (used),4042,Unknown/none,4-7 years,3,Male: single,None,4,Savings/life insurance,43,None,Own,2,Skilled employee,1,Yes,Yes,0,1010.5,168.41666666666666,36-45,Very High,Medium (1-2yr),0,0,1,0,1
No checking account,15,Critical account,Radio/TV,1471,< 100 DM,1-4 years,4,Male: single,None,4,Unknown/none,35,None,For free,2,Skilled employee,1,Yes,Yes,0,294.2,98.06666666666666,26-35,Medium,Medium (1-2yr),0,0,0,0,0
< 0 DM,18,All credits paid at this bank,Car (new),1442,< 100 DM,4-7 years,4,Male: single,None,4,Unknown/none,32,None,For free,2,Unskilled resident,2,None,Yes,1,288.4,80.11111111111111,26-35,Medium,Medium (1-2yr),1,1,1,0,0
No checking account,36,Delay in past payments,Car (new),10875,< 100 DM,>= 7 years,2,Male: single,None,2,Car or other,45,None,Own,2,Skilled employee,2,Yes,Yes,0,3625.0,302.0833333333333,36-45,Very High,Long (2-4yr),0,0,1,0,1
No checking account,24,Existing credits paid till now,Car (new),1474,100-500 DM,< 1 year,4,Male: married/widowed,None,3,Real estate,33,None,Own,1,Skilled employee,1,Yes,Yes,0,294.8,61.416666666666664,26-35,Medium,Medium (1-2yr),0,1,0,1,1
No checking account,10,Existing credits paid till now,Retraining,894,Unknown/none,4-7 years,4,Female: divorced/married,None,3,Savings/life insurance,40,None,Own,1,Skilled employee,1,Yes,Yes,0,178.8,89.4,36-45,Low,Short (1yr),0,1,1,0,1
No checking account,15,Critical account,Furniture/equipment,3343,< 100 DM,1-4 years,4,Male: single,None,2,Unknown/none,28,None,For free,1,Skilled employee,1,Yes,Yes,0,668.6,222.86666666666667,26-35,High,Medium (1-2yr),0,0,0,0,0
< 0 DM,15,Existing credits paid till now,Car (new),3959,< 100 DM,1-4 years,3,Female: divorced/married,None,2,Savings/life insurance,29,None,Own,1,Skilled employee,1,Yes,Yes,1,989.75,263.93333333333334,26-35,High,Medium (1-2yr),1,1,0,0,1
No checking account,9,Existing credits paid till now,Car (new),3577,100-500 DM,1-4 years,1,Male: single,Guarantor,2,Real estate,26,None,Rent,1,Skilled employee,2,None,No,0,1788.5,397.44444444444446,26-35,High,Short (1yr),0,1,0,1,0
No checking account,24,Critical account,Car (used),5804,>= 1000 DM,1-4 years,4,Male: single,None,2,Real estate,27,None,Own,2,Skilled employee,1,None,Yes,0,1160.8,241.83333333333334,26-35,Very High,Medium (1-2yr),0,0,0,1,1
No checking account,18,Delay in past payments,Business,2169,< 100 DM,1-4 years,4,Male: married/widowed,None,2,Car or other,28,None,Own,1,Skilled employee,1,Yes,Yes,1,433.8,120.5,26-35,Medium,Medium (1-2yr),0,0,0,0,1
< 0 DM,24,Existing credits paid till now,Radio/TV,2439,< 100 DM,< 1 year,4,Female: divorced/married,None,4,Real estate,35,None,Own,1,Skilled employee,1,Yes,Yes,1,487.8,101.625,26-35,High,Medium (1-2yr),1,1,0,1,1
No checking account,27,Critical account,Furniture/equipment,4526,>= 1000 DM,< 1 year,4,Male: single,None,2,Real estate,32,Stores,Own,2,Unskilled resident,2,Yes,Yes,0,905.2,167.62962962962962,26-35,Very High,Long (2-4yr),0,0,0,1,1
No checking account,10,Existing credits paid till now,Furniture/equipment,2210,< 100 DM,1-4 years,2,Male: single,None,2,Real estate,25,Bank,Rent,1,Unskilled resident,1,None,Yes,1,736.6666666666666,221.0,18-25,Medium,Short (1yr),0,1,0,1,0
No checking account,15,Existing credits paid till now,Furniture/equipment,2221,500-1000 DM,1-4 years,2,Female: divorced/married,None,4,Car or other,20,None,Rent,1,Skilled employee,1,None,Yes,0,740.3333333333334,148.06666666666666,18-25,Medium,Medium (1-2yr),0,1,0,0,0
< 0 DM,18,Existing credits paid till now,Radio/TV,2389,< 100 DM,< 1 year,4,Female: divorced/married,None,1,Car or other,27,Stores,Own,1,Skilled employee,1,None,Yes,0,477.8,132.72222222222223,26-35,High,Medium (1-2yr),1,1,0,0,1
No checking account,12,Critical account,Furniture/equipment,3331,< 100 DM,>= 7 years,2,Male: single,None,4,Savings/life insurance,42,Stores,Own,1,Skilled employee,1,None,Yes,0,1110.3333333333333,277.5833333333333,36-45,High,Short (1yr),0,0,1,0,1
No checking account,36,Existing credits paid till now,Business,7409,Unknown/none,>= 7 years,3,Male: single,None,2,Savings/life insurance,37,None,Own,2,Skilled employee,1,None,Yes,0,1852.25,205.80555555555554,36-45,Very High,Long (2-4yr),0,1,1,0,1
< 0 DM,12,Existing credits paid till now,Furniture/equipment,652,< 100 DM,>= 7 years,4,Female: divorced/married,None,4,Savings/life insurance,24,None,Rent,1,Skilled employee,1,None,Yes,0,130.4,54.333333333333336,18-25,Low,Short (1yr),1,1,1,0,0
No checking account,36,Delay in past payments,Furniture/equipment,7678,500-1000 DM,4-7 years,2,Female: divorced/married,None,4,Car or other,40,None,Own,2,Skilled employee,1,Yes,Yes,0,2559.3333333333335,213.27777777777777,36-45,Very High,Long (2-4yr),0,0,1,0,1
>= 200 DM,6,Critical account,Car (new),1343,< 100 DM,>= 7 years,1,Male: single,None,4,Real estate,46,None,Own,2,Skilled employee,2,None,No,0,671.5,223.83333333333334,46-55,Low,Short (1yr),1,0,1,1,1
< 0 DM,24,Critical account,Business,1382,100-500 DM,4-7 years,4,Male: single,None,1,Real estate,26,None,Own,2,Skilled employee,1,Yes,Yes,0,276.4,57.583333333333336,26-35,Medium,Medium (1-2yr),1,0,1,1,1
No checking account,15,Existing credits paid till now,Domestic appliances,874,Unknown/none,< 1 year,4,Female: divorced/married,None,1,Real estate,24,None,Own,1,Skilled employee,1,None,Yes,0,174.8,58.266666666666666,18-25,Low,Medium (1-2yr),0,1,0,1,1
< 0 DM,12,Existing credits paid till now,Furniture/equipment,3590,< 100 DM,1-4 years,2,Male: single,Co-applicant,2,Savings/life insurance,29,None,Own,1,Unskilled resident,2,None,Yes,0,1196.6666666666667,299.1666666666667,26-35,High,Short (1yr),1,1,0,0,1
0-200 DM,11,Critical account,Car (new),1322,>= 1000 DM,1-4 years,4,Female: divorced/married,None,4,Car or other,40,None,Own,2,Skilled employee,1,None,Yes,0,264.4,120.18181818181819,36-45,Low,Short (1yr),1,0,0,0,1
< 0 DM,18,All credits paid at this bank,Radio/TV,1940,< 100 DM,< 1 year,3,Male: single,Co-applicant,4,Unknown/none,36,Bank,For free,1,Highly skilled/self-employed,1,Yes,Yes,0,485.0,107.77777777777777,36-45,Medium,Medium (1-2yr),1,1,0,0,0
No checking account,36,Existing credits paid till now,Radio/TV,3595,< 100 DM,>= 7 years,4,Male: single,None,2,Car or other,28,None,Own,1,Skilled employee,1,None,Yes,0,719.0,99.86111111111111,26-35,High,Long (2-4yr),0,1,1,0,1
< 0 DM,9,Existing credits paid till now,Car (new),1422,< 100 DM,< 1 year,3,Male: single,None,2,Unknown/none,27,None,For free,1,Highly skilled/self-employed,1,Yes,Yes,1,355.5,158.0,26-35,Medium,Short (1yr),1,1,0,0,0
No checking account,30,Critical account,Radio/TV,6742,Unknown/none,4-7 years,2,Male: single,None,3,Savings/life insurance,36,None,Own,2,Skilled employee,1,None,Yes,0,2247.3333333333335,224.73333333333332,36-45,Very High,Long (2-4yr),0,0,1,0,1
No checking account,24,Existing credits paid till now,Car (used),7814,< 100 DM,4-7 years,3,Male: single,None,3,Car or other,38,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,1953.5,325.5833333333333,36-45,Very High,Medium (1-2yr),0,1,1,0,1
No checking account,24,Existing credits paid till now,Car (used),9277,Unknown/none,1-4 years,2,Male: divorced/separated,None,4,Unknown/none,48,None,For free,1,Skilled employee,1,Yes,Yes,0,3092.3333333333335,386.5416666666667,46-55,Very High,Medium (1-2yr),0,1,0,0,0
0-200 DM,30,Critical account,Car (new),2181,Unknown/none,>= 7 years,4,Male: single,None,4,Real estate,36,None,Own,2,Skilled employee,1,None,Yes,0,436.2,72.7,36-45,Medium,Long (2-4yr),1,0,1,1,1
No checking account,18,Critical account,Radio/TV,1098,< 100 DM,Unemployed,4,Female: divorced/married,None,4,Car or other,65,None,Own,2,Unemployed/unskilled non-resident,1,None,Yes,0,219.6,61.0,55+,Low,Medium (1-2yr),0,0,0,0,1
0-200 DM,24,Existing credits paid till now,Furniture/equipment,4057,< 100 DM,4-7 years,3,Male: divorced/separated,None,3,Car or other,43,None,Own,1,Skilled employee,1,Yes,Yes,1,1014.25,169.04166666666666,36-45,Very High,Medium (1-2yr),1,1,1,0,1
< 0 DM,12,Existing credits paid till now,Education,795,< 100 DM,< 1 year,4,Female: divorced/married,None,4,Savings/life insurance,53,None,Own,1,Skilled employee,1,None,Yes,1,159.0,66.25,46-55,Low,Short (1yr),1,1,0,0,1
0-200 DM,24,Critical account,Business,2825,Unknown/none,4-7 years,4,Male: single,None,3,Unknown/none,34,None,Own,2,Skilled employee,2,Yes,Yes,0,565.0,117.70833333333333,26-35,High,Medium (1-2yr),1,0,1,0,1
0-200 DM,48,Existing credits paid till now,Business,15672,< 100 DM,1-4 years,2,Male: single,None,2,Car or other,23,None,Own,1,Skilled employee,1,Yes,Yes,1,5224.0,326.5,18-25,Very High,Long (2-4yr),1,1,0,0,1
No checking account,36,Critical account,Car (new),6614,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,34,None,Own,2,Highly skilled/self-employed,1,Yes,Yes,0,1322.8,183.72222222222223,26-35,Very High,Long (2-4yr),0,0,1,0,1
No checking account,28,All credits paid at this bank,Car (used),7824,Unknown/none,< 1 year,3,Male: single,Guarantor,4,Real estate,40,Bank,Rent,2,Skilled employee,2,Yes,Yes,0,1956.0,279.42857142857144,36-45,Very High,Long (2-4yr),0,1,0,1,0
< 0 DM,27,Critical account,Business,2442,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,43,Stores,Own,4,Highly skilled/self-employed,2,Yes,Yes,0,488.4,90.44444444444444,36-45,High,Long (2-4yr),1,0,1,0,1
No checking account,15,Critical account,Radio/TV,1829,< 100 DM,>= 7 years,4,Male: single,None,4,Car or other,46,None,Own,2,Skilled employee,1,Yes,Yes,0,365.8,121.93333333333334,46-55,Medium,Medium (1-2yr),0,0,1,0,1
< 0 DM,12,Critical account,Car (new),2171,< 100 DM,1-4 years,4,Male: single,None,4,Savings/life insurance,38,Bank,Own,2,Unskilled resident,1,None,No,0,434.2,180.91666666666666,36-45,Medium,Short (1yr),1,0,0,0,1
0-200 DM,36,Critical account,Car (used),5800,< 100 DM,1-4 years,3,Male: single,None,4,Car or other,34,None,Own,2,Skilled employee,1,Yes,Yes,0,1450.0,161.11111111111111,26-35,Very High,Long (2-4yr),1,0,0,0,1
No checking account,18,Critical account,Radio/TV,1169,Unknown/none,1-4 years,4,Male: single,None,3,Savings/life insurance,29,None,Own,2,Skilled employee,1,Yes,Yes,0,233.8,64.94444444444444,26-35,Low,Medium (1-2yr),0,0,0,0,1
No checking account,36,Delay in past payments,Car (used),8947,Unknown/none,4-7 years,3,Male: single,None,2,Car or other,31,Stores,Own,1,Highly skilled/self-employed,2,Yes,Yes,0,2236.75,248.52777777777777,26-35,Very High,Long (2-4yr),0,0,1,0,1
< 0 DM,21,Existing credits paid till now,Radio/TV,2606,< 100 DM,< 1 year,4,Female: divorced/married,None,4,Savings/life insurance,28,None,Rent,1,Highly skilled/self-employed,1,Yes,Yes,0,521.2,124.0952380952381,26-35,High,Medium (1-2yr),1,1,0,0,0
No checking account,12,Critical account,Furniture/equipment,1592,>= 1000 DM,4-7 years,3,Female: divorced/married,None,2,Savings/life insurance,35,None,Own,1,Skilled employee,1,None,No,0,398.0,132.66666666666666,26-35,Medium,Short (1yr),0,0,1,0,1
No checking account,15,Existing credits paid till now,Furniture/equipment,2186,Unknown/none,4-7 years,1,Female: divorced/married,None,4,Real estate,33,Bank,Rent,1,Unskilled resident,1,None,Yes,0,1093.0,145.73333333333332,26-35,Medium,Medium (1-2yr),0,1,1,1,0
< 0 DM,18,Existing credits paid till now,Furniture/equipment,4153,< 100 DM,1-4 years,2,Male: single,Co-applicant,3,Car or other,42,None,Own,1,Skilled employee,1,None,Yes,1,1384.3333333333333,230.72222222222223,36-45,Very High,Medium (1-2yr),1,1,0,0,1
< 0 DM,16,Critical account,Car (new),2625,< 100 DM,>= 7 years,2,Male: single,Guarantor,4,Savings/life insurance,43,Bank,Rent,1,Skilled employee,1,Yes,Yes,1,875.0,164.0625,36-45,High,Medium (1-2yr),1,0,1,0,0
No checking account,20,Critical account,Car (new),3485,Unknown/none,< 1 year,2,Male: divorced/separated,None,4,Real estate,44,None,Own,2,Skilled employee,1,Yes,Yes,0,1161.6666666666667,174.25,36-45,High,Medium (1-2yr),0,0,0,1,1
No checking account,36,Critical account,Car (used),10477,Unknown/none,>= 7 years,2,Male: single,None,4,Unknown/none,42,None,For free,2,Skilled employee,1,None,Yes,0,3492.3333333333335,291.02777777777777,36-45,Very High,Long (2-4yr),0,0,1,0,0
No checking account,15,Existing credits paid till now,Radio/TV,1386,Unknown/none,1-4 years,4,Male: married/widowed,None,2,Real estate,40,None,Rent,1,Skilled employee,1,Yes,Yes,0,277.2,92.4,36-45,Medium,Medium (1-2yr),0,1,0,1,0
No checking account,24,Existing credits paid till now,Radio/TV,1278,< 100 DM,>= 7 years,4,Male: single,None,1,Real estate,36,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,255.6,53.25,36-45,Low,Medium (1-2yr),0,1,1,1,1
< 0 DM,12,Existing credits paid till now,Radio/TV,1107,< 100 DM,1-4 years,2,Male: single,None,2,Real estate,20,None,Rent,1,Highly skilled/self-employed,2,Yes,Yes,0,369.0,92.25,18-25,Low,Short (1yr),1,1,0,1,0
< 0 DM,21,Existing credits paid till now,Car (new),3763,Unknown/none,4-7 years,2,Male: single,Co-applicant,2,Real estate,24,None,Own,1,Unskilled resident,1,None,No,0,1254.3333333333333,179.1904761904762,18-25,High,Medium (1-2yr),1,1,1,1,1
0-200 DM,36,Existing credits paid till now,Education,3711,Unknown/none,1-4 years,2,Male: married/widowed,None,2,Car or other,27,None,Own,1,Skilled employee,1,None,Yes,0,1237.0,103.08333333333333,26-35,High,Long (2-4yr),1,1,0,0,1
No checking account,15,Delay in past payments,Car (used),3594,< 100 DM,< 1 year,1,Female: divorced/married,None,2,Savings/life insurance,46,None,Own,2,Unskilled resident,1,None,Yes,0,1797.0,239.6,46-55,High,Medium (1-2yr),0,0,0,0,1
0-200 DM,9,Existing credits paid till now,Car (new),3195,Unknown/none,1-4 years,1,Female: divorced/married,None,2,Real estate,33,None,Own,1,Unskilled resident,1,None,Yes,0,1597.5,355.0,26-35,High,Short (1yr),1,1,0,1,1
No checking account,36,Delay in past payments,Radio/TV,4454,< 100 DM,1-4 years,4,Female: divorced/married,None,4,Real estate,34,None,Own,2,Skilled employee,1,None,Yes,0,890.8,123.72222222222223,26-35,Very High,Long (2-4yr),0,0,0,1,1
0-200 DM,24,Critical account,Furniture/equipment,4736,< 100 DM,< 1 year,2,Female: divorced/married,None,4,Car or other,25,Bank,Own,1,Unskilled resident,1,None,Yes,1,1578.6666666666667,197.33333333333334,18-25,Very High,Medium (1-2yr),1,0,0,0,1
0-200 DM,30,Existing credits paid till now,Radio/TV,2991,Unknown/none,>= 7 years,2,Female: divorced/married,None,4,Car or other,25,None,Own,1,Skilled employee,1,None,Yes,0,997.0,99.7,18-25,High,Long (2-4yr),1,1,1,0,1
No checking account,11,Existing credits paid till now,Business,2142,>= 1000 DM,>= 7 years,1,Male: divorced/separated,None,2,Real estate,28,None,Own,1,Skilled employee,1,Yes,Yes,0,1071.0,194.72727272727272,26-35,Medium,Short (1yr),0,1,1,1,1
< 0 DM,24,All credits paid at this bank,Business,3161,< 100 DM,1-4 years,4,Male: single,None,2,Savings/life insurance,31,None,Rent,1,Skilled employee,1,Yes,Yes,1,632.2,131.70833333333334,26-35,High,Medium (1-2yr),1,1,0,0,0
0-200 DM,48,No credits/all paid,Others,18424,< 100 DM,1-4 years,1,Female: divorced/married,None,2,Savings/life insurance,32,Bank,Own,1,Highly skilled/self-employed,1,Yes,No,1,9212.0,383.8333333333333,26-35,Very High,Long (2-4yr),1,1,0,0,1
No checking account,10,Existing credits paid till now,Car (used),2848,100-500 DM,1-4 years,1,Male: single,Co-applicant,2,Real estate,32,None,Own,1,Skilled employee,2,None,Yes,0,1424.0,284.8,26-35,High,Short (1yr),0,1,0,1,1
< 0 DM,6,Existing credits paid till now,Car (new),14896,< 100 DM,>= 7 years,1,Male: single,None,4,Unknown/none,68,Bank,Own,1,Highly skilled/self-employed,1,Yes,Yes,1,7448.0,2482.6666666666665,55+,Very High,Short (1yr),1,1,1,0,1
< 0 DM,24,Existing credits paid till now,Furniture/equipment,2359,100-500 DM,Unemployed,1,Male: divorced/separated,None,1,Savings/life insurance,33,None,Own,1,Skilled employee,1,None,Yes,1,1179.5,98.29166666666667,26-35,High,Medium (1-2yr),1,1,0,0,1
< 0 DM,24,Existing credits paid till now,Furniture/equipment,3345,< 100 DM,>= 7 years,4,Male: single,None,2,Savings/life insurance,39,None,Rent,1,Highly skilled/self-employed,1,Yes,Yes,1,669.0,139.375,36-45,High,Medium (1-2yr),1,1,1,0,0
No checking account,18,Critical account,Furniture/equipment,1817,< 100 DM,1-4 years,4,Female: divorced/married,None,2,Unknown/none,28,None,Own,2,Skilled employee,1,None,Yes,0,363.4,100.94444444444444,26-35,Medium,Medium (1-2yr),0,0,0,0,1
No checking account,48,Delay in past payments,Radio/TV,12749,500-1000 DM,4-7 years,4,Male: single,None,1,Car or other,37,None,Own,1,Highly skilled/self-employed,1,Yes,Yes,0,2549.8,265.6041666666667,36-45,Very High,Long (2-4yr),0,0,1,0,1
< 0 DM,9,Existing credits paid till now,Radio/TV,1366,< 100 DM,< 1 year,3,Female: divorced/married,None,4,Savings/life insurance,22,None,Rent,1,Skilled employee,1,None,Yes,1,341.5,151.77777777777777,18-25,Medium,Short (1yr),1,1,0,0,0
0-200 DM,12,Existing credits paid till now,Car (new),2002,< 100 DM,4-7 years,3,Male: single,None,4,Savings/life insurance,30,None,Rent,1,Skilled employee,2,Yes,Yes,0,500.5,166.83333333333334,26-35,Medium,Short (1yr),1,1,1,0,0
< 0 DM,24,All credits paid at this bank,Furniture/equipment,6872,< 100 DM,< 1 year,2,Male: divorced/separated,None,1,Savings/life insurance,55,Bank,Own,1,Skilled employee,1,Yes,Yes,1,2290.6666666666665,286.3333333333333,46-55,Very High,Medium (1-2yr),1,1,0,0,1
< 0 DM,12,All credits paid at this bank,Car (new),697,< 100 DM,< 1 year,4,Male: single,None,2,Car or other,46,Bank,Own,2,Skilled employee,1,Yes,Yes,1,139.4,58.083333333333336,46-55,Low,Short (1yr),1,1,0,0,1
< 0 DM,18,Critical account,Furniture/equipment,1049,< 100 DM,< 1 year,4,Female: divorced/married,None,4,Savings/life insurance,21,None,Rent,1,Skilled employee,1,None,Yes,0,209.8,58.27777777777778,18-25,Low,Medium (1-2yr),1,0,0,0,0
< 0 DM,48,Existing credits paid till now,Car (used),10297,< 100 DM,4-7 years,4,Male: single,None,4,Unknown/none,39,Stores,For free,3,Skilled employee,2,Yes,Yes,1,2059.4,214.52083333333334,36-45,Very High,Long (2-4yr),1,1,1,0,0
No checking account,30,Existing credits paid till now,Radio/TV,1867,Unknown/none,>= 7 years,4,Male: single,None,4,Car or other,58,None,Own,1,Skilled employee,1,Yes,Yes,0,373.4,62.233333333333334,55+,Medium,Long (2-4yr),0,1,1,0,1
< 0 DM,12,Delay in past payments,Car (new),1344,< 100 DM,1-4 years,4,Male: single,None,2,Real estate,43,None,Own,2,Unskilled resident,2,None,Yes,0,268.8,112.0,36-45,Low,Short (1yr),1,0,0,1,1
< 0 DM,24,Existing credits paid till now,Furniture/equipment,1747,< 100 DM,< 1 year,4,Male: single,Co-applicant,1,Savings/life insurance,24,None,Own,1,Unskilled resident,1,None,No,0,349.4,72.79166666666667,18-25,Medium,Medium (1-2yr),1,1,0,0,1
0-200 DM,9,Existing credits paid till now,Radio/TV,1670,< 100 DM,< 1 year,4,Female: divorced/married,None,2,Car or other,22,None,Own,1,Skilled employee,1,Yes,Yes,1,334.0,185.55555555555554,18-25,Medium,Short (1yr),1,1,0,0,1
No checking account,9,Critical account,Car (new),1224,< 100 DM,1-4 years,3,Male: single,None,1,Real estate,30,None,Own,2,Skilled employee,1,None,Yes,0,306.0,136.0,26-35,Low,Short (1yr),0,0,0,1,1
No checking account,12,Critical account,Radio/TV,522,500-1000 DM,>= 7 years,4,Male: single,None,4,Savings/life insurance,42,None,Own,2,Skilled employee,2,Yes,Yes,0,104.4,43.5,36-45,Low,Short (1yr),0,0,1,0,1
< 0 DM,12,Existing credits paid till now,Radio/TV,1498,< 100 DM,1-4 years,4,Female: divorced/married,None,1,Car or other,23,Bank,Own,1,Skilled employee,1,None,Yes,0,299.6,124.83333333333333,18-25,Medium,Short (1yr),1,1,0,0,1
0-200 DM,30,Delay in past payments,Radio/TV,1919,100-500 DM,< 1 year,4,Male: single,None,3,Unknown/none,30,Stores,Own,2,Highly skilled/self-employed,1,None,Yes,1,383.8,63.96666666666667,26-35,Medium,Long (2-4yr),1,0,0,0,1
>= 200 DM,9,Existing credits paid till now,Radio/TV,745,< 100 DM,1-4 years,3,Female: divorced/married,None,2,Real estate,28,None,Own,1,Unskilled resident,1,None,Yes,1,186.25,82.77777777777777,26-35,Low,Short (1yr),1,1,0,1,1
